Date,Open,High,Low,Close,Adj Close,Volume
2021-08-06,387.75,390.1000061035156,375.0,378.54998779296875,377.94183349609375,2099175
2021-08-09,379.45001220703125,385.5,369.3999938964844,380.8999938964844,380.2880554199219,2941889
2021-08-10,379.8999938964844,383.6000061035156,360.20001220703125,368.79998779296875,368.2074890136719,3017681
2021-08-11,369.3999938964844,375.5,352.1499938964844,367.6499938964844,367.0593566894531,2876903
2021-08-12,369.70001220703125,378.04998779296875,364.25,372.5,371.90155029296875,1959215
2021-08-13,372.5,375.0,358.6000061035156,360.70001220703125,360.1205139160156,2720057
2021-08-16,363.04998779296875,363.3500061035156,347.0,353.95001220703125,353.3813781738281,3380314
2021-08-17,355.6000061035156,357.70001220703125,345.0,346.6000061035156,346.04315185546875,2131674
2021-08-18,346.6000061035156,350.3999938964844,340.25,344.1000061035156,343.5472106933594,2305971
2021-08-20,340.0,344.0,322.0,325.1000061035156,324.5777282714844,3285451
2021-08-23,329.5,332.5,316.0,325.6000061035156,325.0769348144531,2515238
2021-08-24,325.0,336.75,322.1499938964844,333.95001220703125,333.41351318359375,2351470
2021-08-25,335.5,338.75,329.1000061035156,330.75,330.2186279296875,1542227
2021-08-26,331.0,333.29998779296875,324.6000061035156,326.3500061035156,325.8257141113281,1672407
2021-08-27,326.3500061035156,333.6000061035156,323.45001220703125,331.04998779296875,330.51812744140625,1381672
2021-08-30,333.0,337.54998779296875,330.1000061035156,332.1499938964844,331.61639404296875,2044256
2021-08-31,333.70001220703125,334.3500061035156,329.5,331.29998779296875,330.7677307128906,1449735
2021-09-01,331.29998779296875,347.8999938964844,331.20001220703125,344.95001220703125,344.3958435058594,4522288
2021-09-02,345.8999938964844,349.79998779296875,341.6499938964844,343.79998779296875,343.2476806640625,2340246
2021-09-03,350.0,352.8500061035156,338.8500061035156,340.70001220703125,340.1526794433594,4191370
2021-09-06,342.25,343.70001220703125,333.0,333.79998779296875,333.26373291015625,2773395
2021-09-07,333.45001220703125,334.1000061035156,325.1000061035156,327.5,326.9738464355469,1746264
2021-09-08,328.0,332.75,326.25,329.04998779296875,328.5213623046875,1251984
2021-09-09,329.79998779296875,331.5,326.0,328.04998779296875,327.5229797363281,903586
2021-09-13,327.8500061035156,327.8500061035156,321.6499938964844,323.8500061035156,323.3297119140625,2017933
2021-09-14,325.0,337.3999938964844,324.04998779296875,335.6000061035156,335.06085205078125,2730146
2021-09-15,336.1499938964844,337.54998779296875,332.29998779296875,333.54998779296875,333.0141296386719,1474315
2021-09-16,333.95001220703125,336.5,330.8999938964844,333.0,332.46502685546875,1470737
2021-09-17,334.5,334.95001220703125,324.25,327.8500061035156,327.32330322265625,1779288
2021-09-20,324.6000061035156,333.0,318.0,320.3500061035156,319.8353576660156,1829078
2021-09-21,320.25,323.70001220703125,314.6000061035156,321.54998779296875,321.0334167480469,1748293
2021-09-22,321.0,327.95001220703125,319.54998779296875,323.45001220703125,322.9303894042969,1371447
2021-09-23,325.0,327.25,318.95001220703125,321.79998779296875,321.28302001953125,1520602
2021-09-24,323.5,329.5,320.6000061035156,321.79998779296875,321.28302001953125,1833473
2021-09-27,322.3999938964844,323.8500061035156,316.6499938964844,319.1499938964844,318.63726806640625,1249501
2021-09-28,319.3999938964844,321.8999938964844,316.79998779296875,320.3500061035156,319.8353576660156,1060730
2021-09-29,318.04998779296875,325.8500061035156,318.0,322.6499938964844,322.13165283203125,1701165
2021-09-30,322.8999938964844,324.75,320.0,320.3500061035156,319.8353576660156,1172171
2021-10-01,319.0,328.29998779296875,318.1000061035156,327.25,326.7242736816406,1861380
2021-10-04,328.8999938964844,335.6000061035156,327.3999938964844,328.3999938964844,327.8724060058594,3291149
2021-10-05,330.20001220703125,331.70001220703125,328.0,329.8999938964844,329.3700256347656,1616248
2021-10-06,331.1000061035156,334.5,320.0,321.70001220703125,321.1831970214844,2182694
2021-10-07,323.0,331.3500061035156,320.75,329.75,329.2202453613281,1977005
2021-10-08,329.79998779296875,333.6000061035156,324.95001220703125,326.79998779296875,326.27496337890625,1385549
2021-10-11,327.0,330.8500061035156,326.25,327.8999938964844,327.37322998046875,849879
2021-10-12,327.5,335.45001220703125,327.0,329.95001220703125,329.419921875,1995088
2021-10-13,331.3999938964844,334.5,329.6000061035156,330.8999938964844,330.3683776855469,1216635
2021-10-14,331.5,333.3999938964844,328.0,328.3999938964844,327.8724060058594,828281
2021-10-18,330.04998779296875,330.95001220703125,323.04998779296875,325.20001220703125,324.67755126953125,1673374
2021-10-19,325.79998779296875,327.20001220703125,317.6499938964844,319.75,319.236328125,1299117
2021-10-20,320.0,320.6000061035156,310.0,317.3999938964844,316.89007568359375,2661812
2021-10-21,317.5,327.0,315.6000061035156,325.25,324.72747802734375,2096103
2021-10-22,325.0,326.8500061035156,317.0,319.79998779296875,319.2862243652344,1356160
2021-10-25,320.1000061035156,321.1000061035156,312.3500061035156,315.0,314.49395751953125,851613
2021-10-26,316.0,319.45001220703125,314.8500061035156,317.6499938964844,317.1396789550781,788998
2021-10-27,318.1000061035156,324.75,316.6000061035156,320.70001220703125,320.184814453125,1485713
2021-10-28,321.70001220703125,321.79998779296875,308.1000061035156,310.29998779296875,309.8014831542969,1515424
2021-10-29,311.0,312.75,305.0,309.8999938964844,309.4021301269531,1606305
2021-11-01,311.0,318.70001220703125,308.20001220703125,316.25,315.741943359375,1187272
2021-11-02,316.0,319.70001220703125,315.29998779296875,317.6499938964844,317.1396789550781,815662
2021-11-03,317.70001220703125,322.5,317.5,319.29998779296875,318.7870178222656,838196
2021-11-04,322.0,323.79998779296875,320.0,321.3999938964844,320.8836364746094,304912
2021-11-08,322.0,323.5,316.79998779296875,318.75,318.2379150390625,652852
2021-11-09,319.25,324.20001220703125,318.6000061035156,320.6000061035156,320.0849304199219,730945
2021-11-10,320.3999938964844,328.6000061035156,318.54998779296875,323.5,322.98028564453125,1928781
2021-11-11,323.5,324.20001220703125,316.20001220703125,317.1000061035156,316.590576171875,701064
2021-11-12,318.1000061035156,319.04998779296875,308.25,311.25,310.74993896484375,1346338
2021-11-15,298.0,308.5,280.5,302.8999938964844,302.4133605957031,9813182
2021-11-16,303.75,307.3999938964844,296.0,297.79998779296875,297.3215637207031,2540736
2021-11-17,297.5,304.6000061035156,294.45001220703125,302.29998779296875,301.8143310546875,3027518
2021-11-18,304.0,306.8999938964844,299.04998779296875,305.3500061035156,304.8594665527344,1987477
2021-11-22,305.5,309.8500061035156,297.0,303.25,302.7628173828125,1541425
2021-11-23,302.0,315.0,300.79998779296875,313.75,313.2459411621094,2226323
2021-11-24,314.8500061035156,318.29998779296875,311.45001220703125,312.6499938964844,312.3966369628906,1300818
2021-11-25,312.1000061035156,318.5,310.1000061035156,314.8500061035156,314.5948486328125,1864156
2021-11-26,310.1499938964844,324.6000061035156,310.1499938964844,311.8999938964844,311.6472473144531,2623504
2021-11-29,313.0,314.29998779296875,291.70001220703125,294.1499938964844,293.91162109375,2092204
2021-11-30,290.0,302.8999938964844,286.70001220703125,300.6000061035156,300.3564147949219,4333689
