Date,Open,High,Low,Close,Adj Close,Volume
2021-08-06,2129.949951171875,2146.949951171875,2078.75,2089.050048828125,2089.050048828125,7670583
2021-08-09,2081.0,2089.800048828125,2066.5,2077.14990234375,2077.14990234375,3458546
2021-08-10,2082.0,2113.0,2073.75,2088.050048828125,2088.050048828125,5500708
2021-08-11,2096.949951171875,2120.0,2083.39990234375,2117.300048828125,2117.300048828125,4238859
2021-08-12,2124.89990234375,2126.199951171875,2105.0,2110.5,2110.5,3755507
2021-08-13,2117.300048828125,2149.89990234375,2108.949951171875,2145.64990234375,2145.64990234375,5898384
2021-08-16,2149.35009765625,2203.0,2128.14990234375,2173.5,2173.5,10123204
2021-08-17,2168.85009765625,2185.199951171875,2147.85009765625,2164.25,2164.25,5841743
2021-08-18,2174.0,2186.800048828125,2152.60009765625,2172.64990234375,2172.64990234375,4650008
2021-08-20,2143.0,2172.0,2137.0,2148.25,2148.25,4350228
2021-08-23,2174.0,2174.0,2132.300048828125,2162.35009765625,2162.35009765625,4547802
2021-08-24,2165.050048828125,2192.0,2155.60009765625,2183.699951171875,2183.699951171875,5475452
2021-08-25,2185.39990234375,2220.0,2180.10009765625,2202.60009765625,2202.60009765625,6175126
2021-08-26,2208.0,2244.89990234375,2205.0,2230.449951171875,2230.449951171875,8579105
2021-08-27,2237.0,2242.75,2216.050048828125,2227.39990234375,2227.39990234375,4836812
2021-08-30,2250.0,2275.85009765625,2236.800048828125,2270.25,2270.25,6473487
2021-08-31,2276.89990234375,2283.75,2242.25,2258.14990234375,2258.14990234375,12223037
2021-09-01,2273.0,2292.89990234375,2263.0,2267.10009765625,2267.10009765625,5143640
2021-09-02,2255.0,2307.800048828125,2255.0,2294.39990234375,2294.39990234375,4595048
2021-09-03,2310.0,2395.0,2302.5,2388.5,2388.5,14151629
2021-09-06,2413.0,2480.0,2412.0,2425.60009765625,2425.60009765625,15525644
2021-09-07,2430.0,2458.0,2412.0,2440.89990234375,2440.89990234375,8006968
2021-09-08,2452.0,2454.0,2406.64990234375,2431.35009765625,2431.35009765625,6600210
2021-09-09,2427.89990234375,2437.85009765625,2416.10009765625,2425.60009765625,2425.60009765625,4136538
2021-09-13,2433.0,2433.0,2368.050048828125,2371.550048828125,2371.550048828125,7527598
2021-09-14,2375.0,2394.0,2366.0,2368.449951171875,2368.449951171875,4111205
2021-09-15,2368.5,2395.75,2368.5,2378.300048828125,2378.300048828125,4186300
2021-09-16,2381.550048828125,2436.75,2367.0,2428.199951171875,2428.199951171875,6206657
2021-09-17,2446.0,2455.85009765625,2375.60009765625,2390.550048828125,2390.550048828125,16098099
2021-09-20,2372.10009765625,2418.35009765625,2370.0,2394.35009765625,2394.35009765625,5436385
2021-09-21,2405.0,2416.60009765625,2384.0,2404.699951171875,2404.699951171875,4576111
2021-09-22,2408.0,2442.0,2398.25,2430.5,2430.5,5074612
2021-09-23,2447.39990234375,2497.0,2445.5,2489.89990234375,2489.89990234375,7267883
2021-09-24,2503.550048828125,2505.449951171875,2472.0,2482.699951171875,2482.699951171875,7011181
2021-09-27,2487.0,2529.89990234375,2475.300048828125,2524.449951171875,2524.449951171875,7095022
2021-09-28,2534.0,2564.89990234375,2512.800048828125,2548.050048828125,2548.050048828125,8323269
2021-09-29,2570.0,2570.0,2520.050048828125,2527.85009765625,2527.85009765625,4485721
2021-09-30,2525.0,2534.60009765625,2500.35009765625,2519.25,2519.25,6272085
2021-10-01,2501.949951171875,2539.800048828125,2495.0,2523.699951171875,2523.699951171875,4134544
2021-10-04,2553.0,2574.85009765625,2537.050048828125,2556.14990234375,2556.14990234375,5038910
2021-10-05,2555.10009765625,2612.0,2547.35009765625,2609.199951171875,2609.199951171875,6245770
2021-10-06,2619.949951171875,2619.949951171875,2551.10009765625,2559.85009765625,2559.85009765625,4734472
2021-10-07,2595.0,2598.75,2567.699951171875,2572.39990234375,2572.39990234375,2924370
2021-10-08,2585.25,2684.39990234375,2581.5,2671.25,2671.25,7279003
2021-10-11,2701.39990234375,2720.0,2645.35009765625,2652.64990234375,2652.64990234375,6815737
2021-10-12,2645.0,2683.0,2641.25,2667.800048828125,2667.800048828125,3083747
2021-10-13,2679.0,2719.5,2669.300048828125,2694.949951171875,2694.949951171875,4596429
2021-10-14,2700.35009765625,2717.449951171875,2687.199951171875,2700.39990234375,2700.39990234375,3979730
2021-10-18,2668.60009765625,2745.0,2662.300048828125,2707.60009765625,2707.60009765625,6273850
2021-10-19,2723.800048828125,2751.35009765625,2708.0,2731.85009765625,2731.85009765625,4076617
2021-10-20,2742.75,2742.75,2691.5,2700.39990234375,2700.39990234375,5865926
2021-10-21,2727.39990234375,2728.0,2603.199951171875,2622.5,2622.5,9613812
2021-10-22,2620.0,2664.89990234375,2611.5,2627.39990234375,2627.39990234375,5089178
2021-10-25,2680.0,2680.0,2570.0,2601.800048828125,2601.800048828125,7937067
2021-10-26,2617.10009765625,2668.89990234375,2603.14990234375,2661.050048828125,2661.050048828125,4499706
2021-10-27,2652.0,2676.800048828125,2619.949951171875,2627.39990234375,2627.39990234375,4567140
2021-10-28,2620.0,2637.949951171875,2590.5,2598.60009765625,2598.60009765625,4562471
2021-10-29,2596.14990234375,2596.14990234375,2501.699951171875,2536.25,2536.25,6568539
2021-11-01,2536.25,2556.0,2494.10009765625,2537.800048828125,2537.800048828125,7144532
2021-11-02,2545.0,2548.0,2495.25,2500.800048828125,2500.800048828125,4877652
2021-11-03,2506.050048828125,2520.0,2461.0,2483.60009765625,2483.60009765625,5533120
2021-11-04,2492.949951171875,2504.89990234375,2490.0,2498.85009765625,2498.85009765625,787160
2021-11-08,2519.39990234375,2520.0,2456.39990234375,2501.949951171875,2501.949951171875,9385607
2021-11-09,2505.0,2528.89990234375,2487.050048828125,2521.699951171875,2521.699951171875,7237470
2021-11-10,2516.699951171875,2558.0,2503.64990234375,2549.89990234375,2549.89990234375,4731975
2021-11-11,2540.050048828125,2570.5,2535.550048828125,2554.550048828125,2554.550048828125,4948422
2021-11-12,2562.89990234375,2598.75,2557.0,2593.10009765625,2593.10009765625,4020744
2021-11-15,2600.0,2602.199951171875,2570.0,2577.800048828125,2577.800048828125,2216708
2021-11-16,2572.050048828125,2575.0,2495.0,2517.89990234375,2517.89990234375,5232292
2021-11-17,2498.949951171875,2498.949951171875,2461.0,2464.0,2464.0,4708235
2021-11-18,2460.0,2489.0,2450.050048828125,2473.300048828125,2473.300048828125,3925345
2021-11-22,2436.10009765625,2449.0,2351.0,2363.75,2363.75,11133364
2021-11-23,2333.050048828125,2401.25,2309.0,2385.85009765625,2385.85009765625,11688406
2021-11-24,2380.0,2409.89990234375,2343.550048828125,2351.39990234375,2351.39990234375,7762564
2021-11-25,2373.0,2502.0,2357.14990234375,2492.949951171875,2492.949951171875,19568487
2021-11-26,2467.800048828125,2477.60009765625,2401.5,2412.60009765625,2412.60009765625,7274686
2021-11-29,2439.10009765625,2500.0,2399.10009765625,2441.5,2441.5,11226147
2021-11-30,2468.0,2475.89990234375,2388.85009765625,2405.39990234375,2405.39990234375,14847511
2021-12-01,2433.0,2474.0,2425.10009765625,2467.0,2467.0,4663276
2021-12-02,2469.699951171875,2496.199951171875,2461.60009765625,2482.85009765625,2482.85009765625,5870468
2021-12-03,2498.39990234375,2498.5,2400.0,2408.25,2408.25,8871172
2021-12-06,2416.0,2425.0,2357.14990234375,2362.60009765625,2362.60009765625,4768334
2021-12-07,2376.14990234375,2404.0,2360.0,2381.85009765625,2381.85009765625,5185007
2021-12-08,2424.10009765625,2431.800048828125,2406.300048828125,2418.10009765625,2418.10009765625,4035437
2021-12-09,2435.0,2474.89990234375,2425.0,2456.449951171875,2456.449951171875,6098050
2021-12-10,2440.25,2466.0,2430.35009765625,2458.949951171875,2458.949951171875,3860176
2021-12-13,2473.5,2474.10009765625,2404.0,2409.64990234375,2409.64990234375,5954148
2021-12-14,2380.0,2406.0,2373.39990234375,2380.14990234375,2380.14990234375,5995586
2021-12-15,2384.0,2405.0,2361.10009765625,2373.199951171875,2373.199951171875,4322855
2021-12-16,2405.699951171875,2415.5,2368.64990234375,2403.89990234375,2403.89990234375,4504829
2021-12-17,2398.050048828125,2408.0,2320.0,2340.449951171875,2340.449951171875,9714489
2021-12-20,2317.85009765625,2317.85009765625,2247.10009765625,2277.35009765625,2277.35009765625,6611376
2021-12-21,2311.35009765625,2346.0,2292.199951171875,2311.25,2311.25,5924071
2021-12-22,2324.89990234375,2371.89990234375,2322.0,2366.10009765625,2366.10009765625,8149415
2021-12-23,2374.0,2380.0,2358.050048828125,2365.25,2365.25,4186912
2021-12-24,2370.0,2392.0,2337.550048828125,2372.800048828125,2372.800048828125,3639616
